10.000,201.000
10.005,201.000
10.010,201.000
10.015,201.000
10.020,201.000
10.025,201.000
10.030,201.000
10.035,201.000
10.040,201.000
10.045,201.000
10.050,195.000
10.055,195.000
10.060,195.000
10.065,195.000
10.070,195.000
10.075,195.000
10.080,195.000
10.085,195.000
10.090,195.000
10.095,195.000
10.100,194.000
10.105,194.000
10.110,194.000
10.115,194.000
10.120,194.000
10.125,194.000
10.130,194.000
10.135,194.000
10.140,194.000
10.145,194.000
10.150,190.000
10.155,190.000
10.160,190.000
10.165,190.000
10.170,190.000
10.175,190.000
10.180,190.000
10.185,190.000
10.190,190.000
10.195,190.000
10.200,189.000
10.205,189.000
10.210,189.000
10.215,189.000
10.220,189.000
10.225,189.000
10.230,189.000
10.235,189.000
10.240,189.000
10.245,189.000
10.250,188.000
10.255,188.000
10.260,188.000
10.265,188.000
10.270,188.000
10.275,188.000
10.280,188.000
10.285,188.000
10.290,188.000
10.295,188.000
10.300,187.000
10.305,187.000
10.310,187.000
10.315,187.000
10.320,187.000
10.325,187.000
10.330,187.000
10.335,187.000
10.340,187.000
10.345,185.000
10.350,185.000
10.355,185.000
10.360,185.000
10.365,185.000
10.370,185.000
10.375,185.000
10.380,185.000
10.385,185.000
10.390,185.000
10.395,180.000
10.400,180.000
10.405,180.000
10.410,180.000
10.415,180.000
10.420,180.000
10.425,180.000
10.430,180.000
10.435,180.000
10.440,180.000
10.445,178.000
10.450,178.000
10.455,178.000
10.460,178.000
10.465,178.000
10.470,178.000
10.475,178.000
10.480,178.000
10.485,178.000
10.490,173.000
10.495,173.000
10.500,173.000
10.505,173.000
10.510,173.000
10.515,173.000
10.520,173.000
10.525,173.000
10.530,173.000
10.535,173.000
10.540,170.000
10.545,170.000
10.550,170.000
10.555,170.000
10.560,170.000
10.565,170.000
10.570,170.000
10.575,170.000
10.580,170.000
10.585,168.000
10.590,168.000
10.595,168.000
10.600,168.000
10.605,168.000
10.610,168.000
10.615,168.000
10.620,168.000
10.625,168.000
10.630,168.000
10.635,164.000
10.640,164.000
10.645,164.000
10.650,164.000
10.655,164.000
10.660,164.000
10.665,164.000
10.670,164.000
10.675,164.000
10.680,162.000
10.685,162.000
10.690,162.000
10.695,162.000
10.700,162.000
10.705,162.000
10.710,162.000
10.715,162.000
10.720,162.000
10.725,161.000
10.730,161.000
10.735,161.000
10.740,161.000
10.745,161.000
10.750,161.000
10.755,161.000
10.760,161.000
10.765,161.000
10.770,161.000
10.775,160.000
10.780,160.000
10.785,160.000
10.790,160.000
10.795,160.000
10.800,160.000
10.805,160.000
10.810,160.000
10.815,160.000
10.820,159.000
10.825,159.000
10.830,159.000
10.835,159.000
10.840,159.000
10.845,159.000
10.850,159.000
10.855,159.000
10.860,159.000
10.865,157.000
10.870,157.000
10.875,157.000
10.880,157.000
10.885,157.000
10.890,157.000
10.895,157.000
10.900,157.000
10.905,157.000
10.910,155.000
10.915,155.000
10.920,155.000
10.925,155.000
10.930,155.000
10.935,155.000
10.940,155.000
10.945,155.000
10.950,155.000
10.955,149.000
10.960,149.000
10.965,149.000
10.970,149.000
10.975,149.000
10.980,149.000
10.985,149.000
10.990,149.000
10.995,149.000
11.000,148.000
11.005,148.000
11.010,148.000
11.015,148.000
11.020,148.000
11.025,148.000
11.030,148.000
11.035,148.000
11.040,148.000
11.045,148.000
11.050,145.000
11.055,145.000
11.060,145.000
11.065,145.000
11.070,145.000
11.075,145.000
11.080,145.000
11.085,145.000
11.090,145.000
11.095,142.000
